"address","source_path","ghidra_name","original_name_status","signature","objective_verdict","code_sha256"
"1001dbac","src/functions/1001dbac.cpp","__fptostr","recognized-or-tool-label","errno_t __cdecl __fptostr(char * _Buf, size_t _SizeInBytes, int _Digits, STRFLT _PtFlt)","PASS","649778c3aed2361fd4d460b03d4b700b007915a22ea2971a324d8e0ed5af16ef"
"1001dc5f","src/functions/1001dc5f.cpp","___dtold","recognized-or-tool-label","undefined __cdecl ___dtold(uint * param_1, uint * param_2)","PASS","d714c554bba74e81493815713c879958d315c5aca79634bd83f36ba6b9fb8c36"
"1001dd12","src/functions/1001dd12.cpp","FUN_1001dd12","auto-generated-address-label","int * __cdecl FUN_1001dd12(undefined4 param_1, undefined4 param_2, int * param_3, char * param_4, rsize_t param_5)","PASS","f17f7c86cf2aa630a8d102b89d95074366796a69ce175704159025c5c54baa16"
"1001dda0","src/functions/1001dda0.cpp","__alldvrm","recognized-or-tool-label","undefined8 __stdcall __alldvrm(uint param_1, uint param_2, uint param_3, uint param_4)","PASS","4476eaa777bcc8bf806371e0e5a57a7fab647388bb06a690498be2b9d59dd388"
"1001de80","src/functions/1001de80.cpp","__aullshr","recognized-or-tool-label","ulonglong __fastcall __aullshr(byte param_1, uint param_2)","PASS","513219cc2bc9451e65087c1cb3df2c665f3a17a42ae91f01c45d1d8df8ce64e1"
"1001de9f","src/functions/1001de9f.cpp","__controlfp_s","recognized-or-tool-label","errno_t __cdecl __controlfp_s(uint * _CurrentState, uint _NewValue, uint _Mask)","PASS","799d0daba9211b388876a7934007f04812859434aff6587f89adcb86a922649b"
"1001defe","src/functions/1001defe.cpp","__87except","recognized-or-tool-label","undefined __cdecl __87except(int param_1, int * param_2, ushort * param_3)","PASS","49d537db16e1601aa3ccd3bec5ff3b88a4fe70f00cd32a2d0e6e49ce157aa943"
"1001e03d","src/functions/1001e03d.cpp","__EH_prolog3_catch","recognized-or-tool-label","undefined __cdecl __EH_prolog3_catch(int param_1)","PASS","457089afbfbd2ba06256e603c692cec3f0a5c1761e8fc8f990e9c1fba42909d4"
"1001e073","src/functions/1001e073.cpp","_ValidateRead","recognized-or-tool-label","int __cdecl _ValidateRead(void * param_1, uint param_2)","PASS","cced1f9e170d3e73bae0ca167ead3561e7300bd57b2796f81191c71a41ab2ef2"
"1001e085","src/functions/1001e085.cpp","FID_conflict:__ld12tod","recognized-or-tool-label","INTRNCVT_STATUS __cdecl FID_conflict:__ld12tod(_LDBL12 * _Ifp, _CRT_DOUBLE * _D)","PASS","1bfe04dbd2c8e67ad657f1e63cd1c3479eb1f78899b19b02ca70fd41d8e2b542"
"1001e5d6","src/functions/1001e5d6.cpp","FID_conflict:__ld12tod","recognized-or-tool-label","INTRNCVT_STATUS __cdecl FID_conflict:__ld12tod(_LDBL12 * _Ifp, _CRT_DOUBLE * _D)","PASS","bce613cd130fc974c00772e7cb4bbafa6e6feafce71a0d80d8c27d4cab346469"
"1001eb27","src/functions/1001eb27.cpp","___strgtold12_l","recognized-or-tool-label","uint __cdecl ___strgtold12_l(_LDBL12 * pld12, char * * p_end_ptr, char * str, int mult12, int scale, int decpt, int implicit_E, _locale_t _Locale)","PASS","dc705a667bd9fda422e03a24db1b5001cc0489aff9780979fd83ef6c53b891de"
"1001f203","src/functions/1001f203.cpp","$I10_OUTPUT","recognized-or-tool-label","undefined4 __cdecl $I10_OUTPUT(int param_1, uint param_2, ushort param_3, int param_4, byte param_5, short * param_6)","PASS","b41616177db49e395c07c392126b122daa3c333ae4e253cdc79a2718676b1c8c"
"1001fafb","src/functions/1001fafb.cpp","__hw_cw","recognized-or-tool-label","uint __stdcall __hw_cw(void)","PASS","7b3855eb4bae639a3fce2ee251e377e82fdc0666e0af5347f7a4d77832d5f57e"
"1001fb89","src/functions/1001fb89.cpp","___hw_cw_sse2","recognized-or-tool-label","uint __fastcall ___hw_cw_sse2(undefined4 param_1, uint param_2)","PASS","0ef34bc3c813551d190ff7ca13b08b0f31a52cd0f30bd7c5a90f4dc8db91a8da"
"1001fc29","src/functions/1001fc29.cpp","__control87","recognized-or-tool-label","uint __cdecl __control87(uint _NewValue, uint _Mask)","PASS","01ca34fa6a3d7d3d96192aefc2962f58b599f306439013b2b3812c77e6d591c0"
"1001ff3b","src/functions/1001ff3b.cpp","__raise_exc_ex","recognized-or-tool-label","undefined __cdecl __raise_exc_ex(uint * param_1, uint * param_2, uint param_3, int param_4, uint * param_5, uint * param_6, int param_7)","PASS","f6bcf382de892d3acb326b722870228a13a6c1da512ce69e6cc7dc114cc35531"
"10020217","src/functions/10020217.cpp","__raise_exc","recognized-or-tool-label","undefined __cdecl __raise_exc(uint * param_1, uint * param_2, uint param_3, int param_4, uint * param_5, uint * param_6)","PASS","76f12622e5a8ac3f35ab7ae36689dc177af326cdfa99b14ae370dc636ee753a1"
"1002023a","src/functions/1002023a.cpp","__handle_exc","recognized-or-tool-label","bool __cdecl __handle_exc(uint param_1, double * param_2, uint param_3)","PASS","f55e95e84ad6c12c5986a13880badd7b6b9829efab086e2421e232bcf7144f3f"
"1002041e","src/functions/1002041e.cpp","__set_errno_from_matherr","recognized-or-tool-label","undefined __cdecl __set_errno_from_matherr(int param_1)","PASS","4fe02f131df43d8541379ff094a9fb4bc437b20e97b3de3cfbae9469a4648d43"
"1002044b","src/functions/1002044b.cpp","FUN_1002044b","auto-generated-address-label","undefined4 __stdcall FUN_1002044b(void)","PASS","cd3acad439b85540e6483f5eff36e0bee1e7c56f4bd8cc7c30eebd0e128c08c1"
"1002044e","src/functions/1002044e.cpp","__statfp","recognized-or-tool-label","int __stdcall __statfp(void)","PASS","8100f2ca1938ff04a91a24f66af22291566fe4bcbcaef1c1c3cfb0c5363c1648"
"1002045e","src/functions/1002045e.cpp","__clrfp","recognized-or-tool-label","int __stdcall __clrfp(void)","PASS","9147907e366e3e7618f120f2501d570473d620052545a5b4b927a9d68a7686d5"
"1002046f","src/functions/1002046f.cpp","__ctrlfp","recognized-or-tool-label","int __stdcall __ctrlfp(void)","PASS","999c3707dcb92a97e805211aebde332441c87403d2595d159d35cf8e20da26b4"
"1002049a","src/functions/1002049a.cpp","FUN_1002049a","auto-generated-address-label","undefined __stdcall FUN_1002049a(void)","PASS","113308fd04c30a157705e8327e5e710f7f028104812a7d29a49e450c2ae3ae9d"
"100204f2","src/functions/100204f2.cpp","___set_fpsr_sse2","recognized-or-tool-label","undefined __cdecl ___set_fpsr_sse2(uint param_1)","PASS","02442dd6ee5abb63ce18fd6b3ca46e813a27f2091d26a2d815356cba38880c19"
"10020564","src/functions/10020564.cpp","___mtold12","recognized-or-tool-label","undefined __cdecl ___mtold12(char * param_1, int param_2, uint * param_3)","PASS","7d7f451f5f6b0e0218e7aae6d8a0f28a0126a6608cd10ea702e377fa88abb7bd"
"10020748","src/functions/10020748.cpp","__set_exp","recognized-or-tool-label","float10 __cdecl __set_exp(undefined8 param_1, short param_2)","PASS","9c8250b8283bd817c9a15cff44e8621339b88a96f9e54bee95022e964e5bca5b"
"10020775","src/functions/10020775.cpp","FUN_10020775","auto-generated-address-label","undefined __cdecl FUN_10020775(uint param_1, uint param_2, int * param_3)","PASS","60dc4af3bb8f7be838e4fa76ee20b697759381afc44548ffb004ac28128536c7"
"10020840","src/functions/10020840.cpp","Unwind@10020840","recognized-or-tool-label","undefined __stdcall Unwind@10020840(void)","PASS","85ec6305cf589563e25be5bcda601652d617f2de7555d06a0d31cd0231161b81"
"10020870","src/functions/10020870.cpp","FUN_10020870","auto-generated-address-label","undefined __stdcall FUN_10020870(void)","PASS","28097cbe71bd44a8bbef5fbeb33be9cf90857a7e1ffe65d7e4339c3672cf7f75"
"10020a70","src/functions/10020a70.cpp","thunk_FUN_100013e0","auto-generated-address-label","undefined __stdcall thunk_FUN_100013e0(void)","PASS","19c67c7da01d3642ceb50e888bc32ee7619b07395315917dcf7de2b48cfcc27f"
"10020a80","src/functions/10020a80.cpp","thunk_FUN_10009580","auto-generated-address-label","undefined __stdcall thunk_FUN_10009580(void)","PASS","90265db75fb7819b54112b71fd983f44bef2fffe2a21ec97641458e9cf29bf93"
"10020a90","src/functions/10020a90.cpp","FUN_10020a90","auto-generated-address-label","undefined __stdcall FUN_10020a90(void)","PASS","a02d6f895b2e4a2f8062e233aee82e8919d5a8dbbf42eae5384addae8a3febe0"
"10020af0","src/functions/10020af0.cpp","FUN_10020af0","auto-generated-address-label","undefined __stdcall FUN_10020af0(void)","PASS","535c382b680462b21830531021e02b3dc98656ce0ded60ca4fd1f1ba015eae56"
"10020b50","src/functions/10020b50.cpp","FUN_10020b50","auto-generated-address-label","undefined __stdcall FUN_10020b50(void)","PASS","52b31d555a5389cfc20769291d9238472c7aa036094f1ad0e6a4689506909f80"
"10020bb0","src/functions/10020bb0.cpp","FUN_10020bb0","auto-generated-address-label","undefined __stdcall FUN_10020bb0(void)","PASS","e9900c4badfc5e36e2360f82b615286c75f6401675e22e6a34227240cd11263e"
"10020c10","src/functions/10020c10.cpp","FUN_10020c10","auto-generated-address-label","undefined __stdcall FUN_10020c10(void)","PASS","114a4a8d8c0f19dc4c9778e812accb475f4d5bc8c536f0c27c3e66ba47415135"
"10020c70","src/functions/10020c70.cpp","FUN_10020c70","auto-generated-address-label","undefined __stdcall FUN_10020c70(void)","PASS","cfba40a89bc7ec7491dff104f58d2a859a8e51d215f1e55c8f31aed25bf73bfd"
"10020cd0","src/functions/10020cd0.cpp","FUN_10020cd0","auto-generated-address-label","undefined __stdcall FUN_10020cd0(void)","PASS","c29c19f03e2a4d2d3547498572c5a38410239ead872cbc2b65d74f0011889938"
"10020d30","src/functions/10020d30.cpp","FUN_10020d30","auto-generated-address-label","undefined __stdcall FUN_10020d30(void)","PASS","b46b92ba735409c96b1c3894dd8dfca249aa7f13efaf551ec224d374997a7b81"
"10020d90","src/functions/10020d90.cpp","FUN_10020d90","auto-generated-address-label","undefined __stdcall FUN_10020d90(void)","PASS","441037520868b11931683cddcff9b179a7833dd3735c3f91767691d017a57cb7"
"10020df0","src/functions/10020df0.cpp","FUN_10020df0","auto-generated-address-label","undefined __stdcall FUN_10020df0(void)","PASS","2612846bb57da9652e92e54e10b1b871a41b9379237a1c5a01237daf2e912aa2"
"10020e50","src/functions/10020e50.cpp","FUN_10020e50","auto-generated-address-label","undefined __stdcall FUN_10020e50(void)","PASS","494d6943527dd23ebf225ef2cfb4a2868c5a925ac16a8da6aede36be7b941961"
"10020eb0","src/functions/10020eb0.cpp","FUN_10020eb0","auto-generated-address-label","undefined __stdcall FUN_10020eb0(void)","PASS","9a77216ec34b818ac84686a40e3d095027b74dc9a11fae52a2121c383c9b4bfb"
"10020f10","src/functions/10020f10.cpp","FUN_10020f10","auto-generated-address-label","undefined __stdcall FUN_10020f10(void)","PASS","a1cfda72bd9ed0c88ed0bde63bec841d5dbe954631f02ada308de7aef68fabe6"
"10020f70","src/functions/10020f70.cpp","FUN_10020f70","auto-generated-address-label","undefined __stdcall FUN_10020f70(void)","PASS","cbbbceee6afd6dedd9781a9e9a1979c6b6694abb4ae59d8b8a765481a8a92f50"
"10020fd0","src/functions/10020fd0.cpp","FUN_10020fd0","auto-generated-address-label","undefined __stdcall FUN_10020fd0(void)","PASS","029ed2995d34bb1899f118b82974585a7b1c3d4fef44ff863dc1eaf702e36606"
"10021030","src/functions/10021030.cpp","FUN_10021030","auto-generated-address-label","undefined __stdcall FUN_10021030(void)","PASS","0f40184599bd6377ee92bb950daa994b0753952ce4451cb8e3bd05b647de426d"
"10021090","src/functions/10021090.cpp","FUN_10021090","auto-generated-address-label","undefined __stdcall FUN_10021090(void)","PASS","d4e246808cc6e3fc4941c1c6743fe611097d424fefc6024f5b6b9e172576bbce"
"100210f0","src/functions/100210f0.cpp","FUN_100210f0","auto-generated-address-label","undefined __stdcall FUN_100210f0(void)","PASS","a1cd667660a5aa9be9856b38a64ef90c9e6979dea0b75d6268dc3092613c463c"
"10021150","src/functions/10021150.cpp","FUN_10021150","auto-generated-address-label","undefined __stdcall FUN_10021150(void)","PASS","4c3245a8c6418c2be268bb6e22b075df081a2d8a6fe791b667a90ef8166ccd97"
"100211b0","src/functions/100211b0.cpp","FUN_100211b0","auto-generated-address-label","undefined __stdcall FUN_100211b0(void)","PASS","99145216a849c637cd40ad755ba02355e25db7a30dcacf2d512a22471a454a00"
"10021210","src/functions/10021210.cpp","FUN_10021210","auto-generated-address-label","undefined __stdcall FUN_10021210(void)","PASS","24b0fdf6e2797008c793458aa810cd4e07c409af7384aeed982e24b0cba90f0c"
"10021267","src/functions/10021267.cpp","FUN_10021267","auto-generated-address-label","undefined __stdcall FUN_10021267(void)","PASS","2c39a1f938152676b3f2f082ce9cbee444848e788fe1e21706a494d9bab24cfd"
